voivo,county,district,school_type,min_ratio,max_ratio,avg_ratio
18,16,11,Technikum,9.058823529411764,9.058823529411764,9.058823529411764
18,16,12,Liceum ogólnokształcące,6.1,6.1,6.1
18,16,12,Przedszkole,6.75,16.666666666666668,10.795454545454545
18,16,12,Szkoła podstawowa,3.0,9.125,6.310764649294061
18,16,12,Technikum,8.148148148148149,8.148148148148149,8.148148148148149
18,16,13,Przedszkole,5.6,18.875,11.564676989676988
18,16,13,Szkoła podstawowa,6.681818181818182,10.102564102564102,8.10561961347493
18,16,14,Liceum ogólnokształcące,6.421052631578948,6.421052631578948,6.421052631578948
18,16,14,Przedszkole,8.777777777777779,12.5,10.369444444444444
18,16,14,Szkoła podstawowa,5.4,8.916666666666666,7.533181818181819
18,17,1,Liceum ogólnokształcące,3.6666666666666665,19.625,10.18788080449571
18,17,1,Przedszkole,1.1428571428571428,10.4,6.71159402829232
18,17,1,Szkoła podstawowa,3.2,8.58108108108108,6.615242680316649
18,17,1,Technikum,6.5,12.507246376811594,8.962678711320017
18,17,2,Przedszkole,8.2,8.2,8.2
18,17,2,Szkoła podstawowa,9.345454545454546,9.345454545454546,9.345454545454546
18,17,3,Przedszkole,10.714285714285714,12.0,11.34920634920635
18,17,3,Szkoła podstawowa,7.380952380952381,8.681818181818182,8.232034632034631
18,17,4,Szkoła podstawowa,3.5714285714285716,6.36,4.537544642857143
18,17,5,Przedszkole,4.857142857142857,4.857142857142857,4.857142857142857
18,17,5,Szkoła podstawowa,2.857142857142857,7.53125,4.060277429685324
18,17,6,Szkoła podstawowa,8.0,8.0,8.0
18,17,7,Gimnazjum,3.0,4.052631578947368,3.526315789473684
18,17,7,Przedszkole,7.142857142857143,13.333333333333334,10.226190476190478
18,17,7,Szkoła podstawowa,3.185185185185185,8.52,5.5444940387771275
18,17,8,Przedszkole,7.0,11.0,9.0
18,17,8,Szkoła podstawowa,3.526315789473684,7.428571428571429,5.551952210974767
18,17,8,Technikum,6.6875,6.6875,6.6875
18,18,1,Gimnazjum,10.666666666666666,10.666666666666666,10.666666666666666
18,18,1,Liceum ogólnokształcące,0.5333333333333333,39.333333333333336,12.356971212259278
18,18,1,Przedszkole,3.1,11.363636363636363,7.41936071723621
18,18,1,Szkoła podstawowa,1.7115384615384615,12.10909090909091,7.703020660104021
18,18,1,Technikum,7.0588235294117645,8.6,7.950155063928884
18,18,2,Przedszkole,10.142857142857142,10.666666666666666,10.404761904761905
18,18,2,Szkoła podstawowa,4.5,8.0,6.856026785714286
18,18,3,Przedszkole,9.941176470588236,9.941176470588236,9.941176470588236
18,18,3,Szkoła podstawowa,5.44,9.131578947368421,7.115116959064328
18,18,4,Przedszkole,13.4,13.4,13.4
18,18,4,Szkoła podstawowa,4.65,7.294117647058823,6.127864465084279
18,18,5,Gimnazjum,7.5,12.5,10.166666666666666
18,18,5,Liceum ogólnokształcące,6.833333333333333,6.833333333333333,6.833333333333333
18,18,5,Przedszkole,9.555555555555555,11.666666666666666,10.657407407407407
18,18,5,Szkoła podstawowa,7.090909090909091,8.055555555555555,7.425633143024448
18,18,6,Przedszkole,8.25,16.666666666666668,11.076666666666666
18,18,6,Szkoła podstawowa,2.9473684210526314,10.04,5.98015160450145
18,19,1,Liceum ogólnokształcące,4.0,4.0,4.0
18,19,1,Przedszkole,7.5,9.285714285714286,8.294345238095238
18,19,1,Szkoła podstawowa,3.15,9.210526315789474,5.136096607979576
18,19,1,Technikum,6.916666666666667,6.916666666666667,6.916666666666667
18,19,2,Przedszkole,8.25,11.0,9.8875
18,19,2,Szkoła podstawowa,3.0454545454545454,7.867924528301887,5.246363731064306
18,19,3,Przedszkole,7.285714285714286,10.0,8.642857142857142
18,19,3,Szkoła podstawowa,1.7777777777777777,7.111111111111111,4.330573943911539
18,19,4,Liceum ogólnokształcące,7.25,7.375,7.3125
18,19,4,Przedszkole,4.0,12.5,8.39945054945055
18,19,4,Szkoła podstawowa,3.5217391304347827,10.485714285714286,5.632884159922203
18,19,4,Technikum,11.552631578947368,11.552631578947368,11.552631578947368
18,19,5,Przedszkole,9.727272727272727,9.727272727272727,9.727272727272727
18,19,5,Szkoła podstawowa,4.142857142857143,9.0,5.729238095238095
18,20,1,Gimnazjum,7.666666666666667,11.5,9.722222222222223
18,20,1,Przedszkole,7.428571428571429,16.0,9.688095238095238
18,20,1,Szkoła podstawowa,3.8823529411764706,9.535714285714286,6.17488208722224
18,20,2,Liceum ogólnokształcące,11.333333333333334,11.333333333333334,11.333333333333334
18,20,2,Przedszkole,8.521739130434783,11.0,9.757246376811594
18,20,2,Szkoła podstawowa,4.88,8.885245901639344,6.69564160491084
18,20,2,Technikum,7.195121951219512,7.195121951219512,7.195121951219512
18,20,3,Gimnazjum,8.285714285714286,13.5,10.892857142857142
18,20,3,Liceum ogólnokształcące,8.571428571428571,8.571428571428571,8.571428571428571
18,20,3,Przedszkole,11.5,13.545454545454545,12.522727272727273
18,20,3,Szkoła podstawowa,2.925925925925926,9.222222222222221,5.91912320483749
18,20,4,Liceum ogólnokształcące,1.875,11.75,6.8125
18,20,4,Przedszkole,5.0,9.0,7.889277389277389
18,20,4,Szkoła podstawowa,1.3,8.546875,4.993124985742058
18,20,4,Technikum,10.91304347826087,10.91304347826087,10.91304347826087
18,21,1,Przedszkole,6.333333333333333,6.333333333333333,6.333333333333333
18,21,1,Szkoła podstawowa,5.222222222222222,7.521739130434782,6.4479871175523344
18,21,2,Szkoła podstawowa,7.153846153846154,7.153846153846154,7.153846153846154
18,21,3,Liceum ogólnokształcące,6.7727272727272725,6.7727272727272725,6.7727272727272725
18,21,3,Przedszkole,2.0,11.055555555555555,7.777777777777779
18,21,3,Szkoła podstawowa,4.7368421052631575,9.672413793103448,6.1406747090850855
18,21,3,Technikum,4.9411764705882355,8.125,6.533088235294118
18,21,4,Przedszkole,13.857142857142858,13.857142857142858,13.857142857142858
18,21,4,Szkoła podstawowa,7.32,9.91304347826087,8.616521739130434
18,21,5,Szkoła podstawowa,2.6666666666666665,6.1,4.637631257631257
18,61,1,Liceum ogólnokształcące,2.56,15.533333333333333,10.223355508870213
18,61,1,Przedszkole,1.5555555555555556,13.75,9.607937307987712
18,61,1,Szkoła podstawowa,3.111111111111111,10.885714285714286,9.219501102524786
18,61,1,Technikum,9.147058823529411,12.444444444444445,10.905882699400108
18,62,1,Gimnazjum,1.75,2.0,1.875
18,62,1,Liceum ogólnokształcące,4.625,16.5,10.993715111642743
18,62,1,Przedszkole,1.5,17.333333333333332,6.515174583083143
18,62,1,Szkoła podstawowa,2.25,10.022222222222222,6.940765695183219
18,62,1,Technikum,8.181818181818182,15.222222222222221,10.28368636194723
18,63,1,Gimnazjum,1.7142857142857142,2.7142857142857144,2.2142857142857144
18,63,1,Liceum ogólnokształcące,1.96875,45.0,12.043854714854529
18,63,1,Przedszkole,0.5294117647058824,18.0,8.750697906686582
18,63,1,Szkoła podstawowa,0.8888888888888888,30.0,8.228406433314172
18,63,1,Technikum,3.0714285714285716,14.066666666666666,9.226582363856862
18,64,1,Gimnazjum,9.75,9.75,9.75
18,64,1,Liceum ogólnokształcące,1.4642857142857142,17.0,7.894843446783102
18,64,1,Przedszkole,3.0,10.75,7.005921317067417
18,64,1,Szkoła podstawowa,1.3414634146341464,8.869565217391305,5.440783605552492
18,64,1,Technikum,6.928571428571429,11.0,8.761387163561077
20,1,1,Gimnazjum,1.6666666666666667,8.777777777777779,5.222222222222222
20,1,1,Liceum ogólnokształcące,8.78125,145.0,54.40486111111111
20,1,1,Przedszkole,3.4444444444444446,10.909090909090908,7.44100505522074
20,1,1,Szkoła podstawowa,1.8125,10.54639175257732,7.099166210884307
20,1,1,Technikum,7.666666666666667,10.88888888888889,9.277777777777779
20,1,2,Szkoła podstawowa,3.5714285714285716,7.863636363636363,5.210191349266979
20,1,3,Szkoła podstawowa,4.923076923076923,8.35,6.050412087912088
20,1,4,Przedszkole,10.125,10.125,10.125
20,1,4,Szkoła podstawowa,2.0588235294117645,7.805555555555555,4.021459694989107
20,1,5,Szkoła podstawowa,4.4,10.0,7.2
20,1,6,Szkoła podstawowa,8.3,8.3,8.3
20,1,7,Szkoła podstawowa,1.75,9.758620689655173,5.24382183908046
20,2,1,Przedszkole,8.5,8.5,8.5
20,2,1,Szkoła podstawowa,0.8823529411764706,9.647058823529411,4.743137254901961
20,2,2,Przedszkole,6.5,9.4,7.95
20,2,2,Szkoła podstawowa,6.806451612903226,8.303030303030303,7.771342456826328
20,2,2,Technikum,4.583333333333333,4.583333333333333,4.583333333333333
20,2,3,Przedszkole,8.625,9.125,8.805555555555555
20,2,3,Szkoła podstawowa,4.529411764705882,8.763157894736842,6.247085360459974
20,2,4,Przedszkole,10.333333333333334,10.333333333333334,10.333333333333334
20,2,4,Szkoła podstawowa,2.5555555555555554,6.862745098039215,4.709150326797385
20,2,5,Gimnazjum,8.5,8.5,8.5
20,2,5,Przedszkole,3.3333333333333335,12.4,9.16888888888889
20,2,5,Szkoła podstawowa,8.035714285714286,9.95,9.076538908246226
20,2,6,Gimnazjum,1.6666666666666667,4.44,3.0533333333333337
20,2,6,Liceum ogólnokształcące,6.3478260869565215,9.0,7.673913043478261
20,2,6,Przedszkole,7.708333333333333,8.6,8.154166666666667
20,2,6,Szkoła podstawowa,5.3,8.727272727272727,7.145686390126946
20,2,6,Technikum,10.115384615384615,10.115384615384615,10.115384615384615
20,2,7,Liceum ogólnokształcące,3.727272727272727,4.333333333333333,4.03030303030303
20,2,7,Przedszkole,9.181818181818182,9.181818181818182,9.181818181818182
20,2,7,Szkoła podstawowa,7.928571428571429,7.928571428571429,7.928571428571429
20,2,7,Technikum,4.666666666666667,4.666666666666667,4.666666666666667
20,2,8,Szkoła podstawowa,10.451612903225806,10.451612903225806,10.451612903225806
20,2,9,Przedszkole,6.428571428571429,10.5,8.095779220779221
20,2,9,Szkoła podstawowa,6.0,10.787234042553191,8.286220871327254
20,2,10,Przedszkole,8.0,8.0,8.0
20,2,10,Szkoła podstawowa,6.782608695652174,6.782608695652174,6.782608695652174
20,2,11,Przedszkole,5.2,10.0,7.6
20,2,11,Szkoła podstawowa,3.090909090909091,8.193548387096774,5.629263775273962
20,2,12,Gimnazjum,8.5,8.5,8.5
20,2,12,Przedszkole,10.5,10.5,10.5
20,2,12,Szkoła podstawowa,6.55,10.048780487804878,8.299390243902439
20,2,13,Przedszkole,3.8333333333333335,10.5,7.050370370370371
20,2,13,Szkoła podstawowa,2.0,8.11304347826087,4.980515494735444
20,2,14,Gimnazjum,3.7777777777777777,3.7777777777777777,3.7777777777777777
20,2,14,Przedszkole,10.466666666666667,10.466666666666667,10.466666666666667
20,2,14,Szkoła podstawowa,4.055555555555555,8.65,5.5228962418300656
20,2,15,Szkoła podstawowa,3.7857142857142856,8.76923076923077,6.277472527472527
20,3,1,Gimnazjum,1.1333333333333333,4.5,2.8166666666666664
20,3,1,Liceum ogólnokształcące,7.333333333333333,9.12,8.226666666666667
20,3,1,Przedszkole,1.75,14.5,8.658671652421653
20,3,1,Szkoła podstawowa,0.75,8.444444444444445,5.936574499821687
20,3,1,Technikum,7.0,9.434782608695652,8.217391304347826
20,3,2,Przedszkole,9.8,9.8,9.8
20,3,2,Szkoła podstawowa,9.083333333333334,9.083333333333334,9.083333333333334
20,3,3,Szkoła podstawowa,8.294117647058824,9.583333333333334,8.938725490196079
20,3,4,Szkoła podstawowa,4.0,8.026315789473685,6.0131578947368425
20,3,5,Gimnazjum,1.3,1.8181818181818181,1.559090909090909
20,3,5,Szkoła podstawowa,1.5833333333333333,7.1,4.050833333333333
20,3,6,Szkoła podstawowa,5.583333333333333,5.583333333333333,5.583333333333333
20,3,7,Szkoła podstawowa,8.434782608695652,8.434782608695652,8.434782608695652
20,3,7,Technikum,4.685714285714286,4.685714285714286,4.685714285714286
20,3,8,Szkoła podstawowa,4.2,8.620689655172415,6.495785440613027
20,4,1,Gimnazjum,3.5,3.5,3.5
20,4,1,Liceum ogólnokształcące,1.5714285714285714,10.857142857142858,6.946428571428571
20,4,1,Przedszkole,7.0,12.142857142857142,9.08945054945055
20,4,1,Szkoła podstawowa,2.8,11.0,7.98593023255814
20,4,1,Technikum,9.521739130434783,9.521739130434783,9.521739130434783
20,4,2,Gimnazjum,5.230769230769231,5.230769230769231,5.230769230769231
20,4,2,Przedszkole,8.5,8.5,8.5
20,4,2,Szkoła podstawowa,5.136363636363637,9.631578947368421,6.666237271500429
20,4,2,Technikum,9.722222222222221,9.722222222222221,9.722222222222221
20,4,3,Przedszkole,3.6666666666666665,3.6666666666666665,3.6666666666666665
20,4,3,Szkoła podstawowa,3.909090909090909,9.071428571428571,5.522907647907648
20,4,4,Przedszkole,4.0,9.0,6.857142857142857
20,4,4,Szkoła podstawowa,2.6,8.161290322580646,5.678958944281526
20,4,5,Gimnazjum,3.2777777777777777,3.2777777777777777,3.2777777777777777
20,4,5,Przedszkole,10.5,10.5,10.5
20,4,5,Szkoła podstawowa,5.733333333333333,10.707317073170731,8.220325203252033
20,4,5,Technikum,4.214285714285714,5.875,5.044642857142858
20,4,6,Szkoła podstawowa,2.7222222222222223,10.125,5.001869658119658
20,5,1,Gimnazjum,3.8,12.666666666666666,8.233333333333333
20,5,1,Liceum ogólnokształcące,2.2666666666666666,15.0,7.125490196078431
20,5,1,Przedszkole,1.4285714285714286,10.0,6.879133366633367
20,5,1,Szkoła podstawowa,5.3076923076923075,9.09375,7.522664498491704
20,5,1,Technikum,8.05,8.05,8.05
20,5,2,Przedszkole,7.4,7.4,7.4
20,5,2,Szkoła podstawowa,5.260869565217392,5.260869565217392,5.260869565217392
20,5,2,Technikum,4.416666666666667,4.416666666666667,4.416666666666667
20,5,3,Gimnazjum,7.0,7.0,7.0
20,5,3,Przedszkole,7.714285714285714,7.714285714285714,7.714285714285714
20,5,3,Szkoła podstawowa,8.11111111111111,8.11111111111111,8.11111111111111
20,5,4,Szkoła podstawowa,5.25,5.25,5.25
20,5,5,Szkoła podstawowa,4.2272727272727275,4.2272727272727275,4.2272727272727275
20,5,6,Szkoła podstawowa,1.2222222222222223,6.217391304347826,3.0092829402292316
20,5,7,Przedszkole,7.75,7.75,7.75
20,5,7,Szkoła podstawowa,5.304347826086956,5.304347826086956,5.304347826086956
20,5,8,Gimnazjum,13.0,13.0,13.0
20,5,8,Przedszkole,7.8,7.8,7.8
20,5,8,Szkoła podstawowa,8.583333333333334,8.583333333333334,8.583333333333334
20,5,9,Szkoła podstawowa,7.586206896551724,7.586206896551724,7.586206896551724
20,6,1,Gimnazjum,3.25,3.25,3.25
20,6,1,Liceum ogólnokształcące,7.2,9.857142857142858,8.810714285714285
20,6,1,Przedszkole,6.75,12.25,9.5
20,6,1,Szkoła podstawowa,1.5454545454545454,10.80952380952381,7.180473010981487
20,6,1,Technikum,8.4,8.4,8.4
20,6,2,Szkoła podstawowa,2.9,9.13888888888889,5.646296296296296
20,6,3,Gimnazjum,3.230769230769231,3.230769230769231,3.230769230769231
20,6,3,Szkoła podstawowa,4.071428571428571,11.0,6.100085034013604
20,6,4,Gimnazjum,2.7333333333333334,2.7333333333333334,2.7333333333333334
20,6,4,Szkoła podstawowa,3.4705882352941178,6.3428571428571425,4.3712906374671086
20,6,5,Liceum ogólnokształcące,2.1666666666666665,2.1666666666666665,2.1666666666666665
20,6,5,Przedszkole,13.857142857142858,13.857142857142858,13.857142857142858
20,6,5,Szkoła podstawowa,2.4,10.047619047619047,4.935588972431078
20,6,6,Gimnazjum,3.35,3.35,3.35
20,6,6,Szkoła podstawowa,3.066666666666667,8.615384615384615,4.85913434604611
20,7,1,Gimnazjum,6.0,6.0,6.0
20,7,1,Szkoła podstawowa,2.823529411764706,9.15,5.986764705882353
20,7,2,Szkoła podstawowa,2.076923076923077,6.607142857142857,4.5895043035668035
20,7,3,Szkoła podstawowa,8.75,9.545454545454545,9.147727272727273
20,7,4,Gimnazjum,26.0,26.0,26.0
20,7,4,Przedszkole,13.142857142857142,13.142857142857142,13.142857142857142
20,7,4,Szkoła podstawowa,9.878787878787879,9.878787878787879,9.878787878787879
20,7,5,Przedszkole,8.565217391304348,8.565217391304348,8.565217391304348
20,7,5,Szkoła podstawowa,3.923076923076923,9.338028169014084,6.452885143025988
20,7,5,Technikum,5.882352941176471,5.882352941176471,5.882352941176471
20,7,6,Szkoła podstawowa,2.4545454545454546,7.0,4.7272727272727275
20,7,7,Gimnazjum,3.210526315789474,3.210526315789474,3.210526315789474
20,7,7,Przedszkole,8.666666666666666,8.666666666666666,8.666666666666666
20,7,7,Szkoła podstawowa,5.15,7.625,6.3875
20,7,8,Szkoła podstawowa,5.0,7.205882352941177,5.768627450980392
20,7,9,Gimnazjum,2.0555555555555554,2.0555555555555554,2.0555555555555554
20,7,9,Szkoła podstawowa,4.4375,8.875,6.692401960784314
20,8,1,Gimnazjum,8.25,8.25,8.25
20,8,1,Przedszkole,8.0,8.0,8.0
20,8,1,Szkoła podstawowa,2.888888888888889,8.305555555555555,5.597222222222222
20,8,2,Gimnazjum,12.5,12.5,12.5
20,8,2,Przedszkole,8.166666666666666,8.166666666666666,8.166666666666666
20,8,2,Szkoła podstawowa,8.15,8.15,8.15
20,8,3,Szkoła podstawowa,3.9473684210526314,9.083333333333334,6.515350877192983
20,8,4,Przedszkole,12.75,13.0,12.875
20,8,4,Szkoła podstawowa,6.375,7.675675675675675,7.025337837837838
20,8,5,Gimnazjum,10.75,10.75,10.75
20,8,5,Przedszkole,10.875,10.875,10.875
20,8,5,Szkoła podstawowa,5.25,8.583333333333334,6.916666666666667
20,8,6,Gimnazjum,4.346153846153846,4.346153846153846,4.346153846153846
20,8,6,Liceum ogólnokształcące,3.3333333333333335,7.25,5.342592592592593
20,8,6,Przedszkole,6.7894736842105265,9.46875,8.129111842105264
20,8,6,Szkoła podstawowa,1.0,8.301587301587302,4.7761136712749614
20,8,6,Technikum,7.535714285714286,7.535714285714286,7.535714285714286
20,8,7,Przedszkole,3.0,3.75,3.375
20,8,7,Szkoła podstawowa,2.5,9.030303030303031,4.81010101010101
20,9,1,Gimnazjum,5.0,5.0,5.0
20,9,1,Liceum ogólnokształcące,9.142857142857142,9.142857142857142,9.142857142857142
20,9,1,Przedszkole,8.0,15.25,10.92948717948718
20,9,1,Szkoła podstawowa,5.571428571428571,10.27450980392157,7.92296918767507
20,9,1,Technikum,4.857142857142857,6.222222222222222,5.5396825396825395
20,9,2,Szkoła podstawowa,3.5384615384615383,7.913043478260869,5.725752508361204
20,9,3,Szkoła podstawowa,10.25,10.25,10.25
20,9,4,Liceum ogólnokształcące,4.285714285714286,4.285714285714286,4.285714285714286
20,9,4,Przedszkole,9.272727272727273,9.272727272727273,9.272727272727273
20,9,4,Szkoła podstawowa,2.5,5.448979591836735,3.9744897959183674
20,9,5,Szkoła podstawowa,4.0,7.095238095238095,5.5476190476190474
20,10,1,Gimnazjum,2.0,2.4166666666666665,2.208333333333333
20,10,1,Liceum ogólnokształcące,5.0,9.222222222222221,7.111111111111111
20,10,1,Przedszkole,5.142857142857143,12.25,9.21904761904762
20,10,1,Szkoła podstawowa,1.625,10.157894736842104,6.80344857241142
20,10,2,Gimnazjum,11.5,11.5,11.5
20,10,2,Liceum ogólnokształcące,6.0,6.6875,6.34375
20,10,2,Szkoła podstawowa,3.0625,19.166666666666668,7.8925
20,10,2,Technikum,7.32258064516129,7.32258064516129,7.32258064516129
20,10,3,Szkoła podstawowa,9.72,9.72,9.72
20,10,4,Gimnazjum,11.0,11.0,11.0
20,10,4,Przedszkole,8.25,8.25,8.25
20,10,4,Szkoła podstawowa,8.057142857142857,8.057142857142857,8.057142857142857
20,10,5,Gimnazjum,18.0,18.0,18.0
20,10,5,Przedszkole,10.2,10.2,10.2
20,10,5,Szkoła podstawowa,7.333333333333333,7.333333333333333,7.333333333333333
20,10,6,Szkoła podstawowa,5.818181818181818,5.818181818181818,5.818181818181818
20,10,7,Gimnazjum,10.0,10.0,10.0
20,10,7,Przedszkole,9.428571428571429,9.428571428571429,9.428571428571429
20,10,7,Szkoła podstawowa,8.826086956521738,8.826086956521738,8.826086956521738
20,10,8,Gimnazjum,4.833333333333333,4.833333333333333,4.833333333333333
20,10,8,Szkoła podstawowa,6.884615384615385,6.884615384615385,6.884615384615385
20,10,9,Szkoła podstawowa,1.0,7.027777777777778,4.235804738562091
20,10,9,Technikum,5.28125,5.28125,5.28125
20,11,1,Gimnazjum,7.0,7.0,7.0
20,11,1,Liceum ogólnokształcące,10.25,10.476190476190476,10.363095238095237
20,11,1,Przedszkole,5.2,10.0,7.6
20,11,1,Szkoła podstawowa,2.1666666666666665,7.5625,4.035860840548341
20,11,2,Gimnazjum,11.75,11.75,11.75
20,11,2,Przedszkole,11.25,11.25,11.25
20,11,2,Szkoła podstawowa,4.666666666666667,8.071428571428571,6.369047619047619
20,11,2,Technikum,4.204545454545454,4.204545454545454,4.204545454545454
20,11,3,Przedszkole,11.333333333333334,11.333333333333334,11.333333333333334
20,11,3,Szkoła podstawowa,8.617647058823529,8.617647058823529,8.617647058823529
20,11,4,Gimnazjum,8.0,8.0,8.0
20,11,4,Przedszkole,11.166666666666666,11.166666666666666,11.166666666666666
20,11,4,Szkoła podstawowa,8.3,8.3,8.3
20,11,5,Przedszkole,7.333333333333333,7.333333333333333,7.333333333333333
20,11,5,Szkoła podstawowa,9.090909090909092,9.090909090909092,9.090909090909092
20,11,6,Szkoła podstawowa,8.583333333333334,8.583333333333334,8.583333333333334
20,11,7,Szkoła podstawowa,2.6842105263157894,7.181818181818182,4.74481658692185
20,11,8,Gimnazjum,1.3571428571428572,1.3571428571428572,1.3571428571428572
20,11,8,Liceum ogólnokształcące,6.125,8.137931034482758,7.131465517241379
20,11,8,Przedszkole,6.894736842105263,10.0,8.950404858299594
20,11,8,Szkoła podstawowa,2.1176470588235294,9.51086956521739,5.449644538667287
20,11,8,Technikum,7.111111111111111,8.324324324324325,7.717717717717718
20,11,9,Gimnazjum,5.846153846153846,5.846153846153846,5.846153846153846
20,11,9,Liceum ogólnokształcące,8.2,8.2,8.2
20,11,9,Przedszkole,10.333333333333334,10.333333333333334,10.333333333333334
20,11,9,Szkoła podstawowa,4.833333333333333,9.025,6.267592592592592
20,11,9,Technikum,6.285714285714286,6.285714285714286,6.285714285714286
20,11,10,Szkoła podstawowa,3.8333333333333335,6.321428571428571,5.0773809523809526
20,12,1,Szkoła podstawowa,10.838709677419354,10.838709677419354,10.838709677419354
20,12,2,Szkoła podstawowa,12.054054054054054,12.054054054054054,12.054054054054054
20,12,3,Przedszkole,13.0,13.0,13.0
20,12,3,Szkoła podstawowa,4.875,9.612903225806452,7.243951612903226
20,12,4,Szkoła podstawowa,4.125,8.827586206896552,6.476293103448276
20,12,5,Gimnazjum,3.090909090909091,3.090909090909091,3.090909090909091
20,12,5,Szkoła podstawowa,5.333333333333333,9.6,7.466666666666667
20,12,5,Technikum,4.083333333333333,4.083333333333333,4.083333333333333
20,12,6,Szkoła podstawowa,11.25,11.25,11.25
20,12,7,Szkoła podstawowa,2.875,8.75,5.876228070175439
20,12,8,Szkoła podstawowa,2.411764705882353,7.571428571428571,5.555003819709701
20,12,9,Gimnazjum,2.0,2.0,2.0
20,12,9,Szkoła podstawowa,8.56,8.56,8.56
20,13,1,Liceum ogólnokształcące,5.0,9.052631578947368,7.026315789473684
20,13,1,Przedszkole,14.416666666666666,14.518518518518519,14.467592592592592
20,13,1,Szkoła podstawowa,6.430379746835443,8.887323943661972,7.658851845248707
20,13,1,Technikum,7.1875,9.907407407407407,8.547453703703702
20,13,2,Liceum ogólnokształcące,7.2,8.608695652173912,7.904347826086957
20,13,2,Przedszkole,8.333333333333334,8.333333333333334,8.333333333333334
20,13,2,Szkoła podstawowa,2.1333333333333333,9.10344827586207,4.928927203065133
20,13,2,Technikum,7.142857142857143,7.142857142857143,7.142857142857143
20,13,3,Liceum ogólnokształcące,11.0,11.0,11.0
20,13,3,Przedszkole,13.636363636363637,13.636363636363637,13.636363636363637
20,13,3,Szkoła podstawowa,5.846153846153846,12.405405405405405,8.512424512424511
20,13,3,Technikum,11.857142857142858,11.857142857142858,11.857142857142858
20,13,4,Szkoła podstawowa,3.588235294117647,7.961538461538462,5.520776772247361
20,13,5,Szkoła podstawowa,2.4545454545454546,7.266666666666667,4.422222222222222
20,13,6,Szkoła podstawowa,9.28125,9.28125,9.28125
20,13,7,Szkoła podstawowa,6.481481481481482,8.212121212121213,7.346801346801348
20,13,8,Szkoła podstawowa,2.7857142857142856,8.653846153846153,4.968742368742369
20,13,8,Technikum,0.8888888888888888,0.8888888888888888,0.8888888888888888
20,13,9,Przedszkole,12.0,12.0,12.0
20,13,9,Szkoła podstawowa,4.411764705882353,9.203703703703704,6.2179766493491995
20,13,10,Szkoła podstawowa,3.5384615384615383,6.9,5.219230769230769
20,14,1,Gimnazjum,3.682926829268293,8.727272727272727,6.20509977827051
20,14,1,Liceum ogólnokształcące,8.384615384615385,14.125,10.71073717948718
20,14,1,Przedszkole,5.142857142857143,11.636363636363637,9.319433192857563
20,14,1,Szkoła podstawowa,2.5833333333333335,10.202380952380953,7.6979746444032155
20,14,1,Technikum,8.0,10.0,9.0
20,14,2,Szkoła podstawowa,3.1666666666666665,7.84,5.503333333333333
20,14,3,Gimnazjum,4.846153846153846,4.846153846153846,4.846153846153846
20,14,3,Szkoła podstawowa,3.526315789473684,10.93939393939394,6.260499734183945
20,14,4,Przedszkole,10.285714285714286,10.285714285714286,10.285714285714286
20,14,4,Szkoła podstawowa,2.8181818181818183,7.609756097560975,4.450166297117517
20,14,5,Szkoła podstawowa,2.625,7.380952380952381,5.442025201893624
20,61,1,Gimnazjum,0.23076923076923078,7.0,2.832327935222672
20,61,1,Liceum ogólnokształcące,1.0,40.0,9.504016926794462
20,61,1,Przedszkole,1.0,39.0,7.733737082708213
20,61,1,Szkoła podstawowa,0.38461538461538464,20.387096774193548,6.675601850582872
20,61,1,Technikum,2.64,9.097560975609756,6.392109500015801
20,62,1,Gimnazjum,1.3571428571428572,10.125,5.3690476190476195
20,62,1,Liceum ogólnokształcące,1.793103448275862,39.5,11.03611523159505
20,62,1,Przedszkole,4.076923076923077,12.5,8.196811711600612
20,62,1,Szkoła podstawowa,1.0,13.5,8.277795886144379
20,62,1,Technikum,2.892857142857143,9.408450704225352,7.3852615694165
20,63,1,Gimnazjum,0.47058823529411764,13.818181818181818,6.107423214040861
20,63,1,Liceum ogólnokształcące,2.25,35.375,12.031153835806904
20,63,1,Przedszkole,2.0,15.0,8.9477201460156
20,63,1,Szkoła podstawowa,1.2,13.961538461538462,8.118235195462011
20,63,1,Technikum,1.9615384615384615,11.303571428571429,7.312150437961331
22,1,1,Gimnazjum,10.666666666666666,10.666666666666666,10.666666666666666
22,1,1,Przedszkole,10.909090909090908,10.909090909090908,10.909090909090908
22,1,1,Szkoła podstawowa,5.0,10.411764705882353,6.899159663865547
22,1,2,Gimnazjum,1.375,4.777777777777778,3.076388888888889
22,1,2,Liceum ogólnokształcące,1.1666666666666667,14.5,8.978925353925355
22,1,2,Przedszkole,2.0,16.625,10.41979316979317
22,1,2,Szkoła podstawowa,6.538461538461538,11.076923076923077,8.905275742775743
22,1,2,Technikum,12.26086956521739,12.625,12.442934782608695
22,1,3,Szkoła podstawowa,3.473684210526316,10.75,7.17370951417004
22,1,4,Przedszkole,11.0,11.0,11.0
22,1,4,Szkoła podstawowa,5.0,6.636363636363637,5.818181818181818
22,1,5,Gimnazjum,6.5,11.0,8.833333333333334
22,1,5,Przedszkole,8.666666666666666,12.25,10.275252525252524
22,1,5,Szkoła podstawowa,5.5625,8.733333333333333,6.631944444444444
22,1,6,Liceum ogólnokształcące,8.285714285714286,8.285714285714286,8.285714285714286
22,1,6,Przedszkole,7.0,10.76923076923077,9.3992673992674
