voivo,county,district,school_type,min_ratio,max_ratio,avg_ratio
8,5,3,Technikum,1.1,1.1,1.1
8,5,4,Liceum ogólnokształcące,12.52,12.52,12.52
8,5,4,Przedszkole,9.0,12.916666666666666,11.27991452991453
8,5,4,Szkoła podstawowa,8.848484848484848,10.964912280701755,9.906698564593302
8,5,4,Technikum,6.055555555555555,6.055555555555555,6.055555555555555
8,5,5,Gimnazjum,5.833333333333333,6.133333333333334,5.983333333333333
8,5,5,Liceum ogólnokształcące,1.2941176470588236,11.75,7.681372549019607
8,5,5,Przedszkole,7.285714285714286,18.0,11.706326312576314
8,5,5,Szkoła podstawowa,2.6666666666666665,13.0,7.98636748568349
8,5,5,Technikum,7.695652173913044,7.695652173913044,7.695652173913044
8,6,1,Liceum ogólnokształcące,9.4,9.4,9.4
8,6,1,Przedszkole,13.9,13.9,13.9
8,6,1,Szkoła podstawowa,12.545454545454545,12.545454545454545,12.545454545454545
8,6,2,Liceum ogólnokształcące,11.529411764705882,11.529411764705882,11.529411764705882
8,6,2,Przedszkole,13.5,13.5,13.5
8,6,2,Szkoła podstawowa,3.0,11.414634146341463,6.111508785955752
8,6,2,Technikum,9.9,9.9,9.9
8,6,3,Przedszkole,12.444444444444445,12.444444444444445,12.444444444444445
8,6,3,Szkoła podstawowa,5.277777777777778,10.724137931034482,8.00095785440613
8,6,4,Liceum ogólnokształcące,5.818181818181818,10.0,7.909090909090909
8,6,4,Przedszkole,10.153846153846153,11.178571428571429,10.666208791208792
8,6,4,Szkoła podstawowa,4.411764705882353,9.55072463768116,6.934015558931428
8,6,4,Technikum,14.055555555555555,14.055555555555555,14.055555555555555
8,6,5,Przedszkole,3.857142857142857,9.4,6.726785714285715
8,6,5,Szkoła podstawowa,2.5,8.653846153846153,5.21001221001221
8,7,1,Przedszkole,13.0,15.25,14.125
8,7,1,Szkoła podstawowa,6.666666666666667,9.694444444444445,8.180555555555555
8,7,2,Przedszkole,11.333333333333334,11.333333333333334,11.333333333333334
8,7,2,Szkoła podstawowa,9.153846153846153,9.153846153846153,9.153846153846153
8,7,3,Przedszkole,11.2,11.2,11.2
8,7,3,Szkoła podstawowa,11.487804878048781,11.487804878048781,11.487804878048781
8,7,4,Liceum ogólnokształcące,5.428571428571429,11.285714285714286,8.142857142857144
8,7,4,Przedszkole,10.266666666666667,12.090909090909092,11.17878787878788
8,7,4,Szkoła podstawowa,4.909090909090909,9.621212121212121,8.287294992940154
8,7,4,Technikum,9.0,9.0,9.0
8,7,5,Przedszkole,6.666666666666667,7.142857142857143,6.936507936507937
8,7,5,Szkoła podstawowa,2.0,8.6,5.64320652173913
8,8,1,Przedszkole,15.5,16.0,15.75
8,8,1,Szkoła podstawowa,5.8,10.1,7.949999999999999
8,8,2,Przedszkole,13.142857142857142,13.142857142857142,13.142857142857142
8,8,2,Szkoła podstawowa,4.083333333333333,9.307692307692308,6.537749287749288
8,8,3,Gimnazjum,1.7619047619047619,1.7619047619047619,1.7619047619047619
8,8,3,Przedszkole,10.88888888888889,10.88888888888889,10.88888888888889
8,8,3,Szkoła podstawowa,6.3,8.772727272727273,7.190909090909091
8,8,4,Przedszkole,14.8,14.8,14.8
8,8,4,Szkoła podstawowa,8.0,11.45,9.725
8,8,5,Liceum ogólnokształcące,4.25,12.571428571428571,7.818253968253967
8,8,5,Przedszkole,7.75,11.5,9.204002192982456
8,8,5,Szkoła podstawowa,1.6111111111111112,11.087719298245615,9.129903827226203
8,8,5,Technikum,9.133333333333333,9.133333333333333,9.133333333333333
8,8,6,Liceum ogólnokształcące,6.416666666666667,6.416666666666667,6.416666666666667
8,8,6,Przedszkole,4.166666666666667,23.0,12.317708333333332
8,8,6,Szkoła podstawowa,4.166666666666667,8.894736842105264,6.412624699002408
8,8,6,Technikum,6.9375,6.9375,6.9375
8,9,1,Przedszkole,7.5,15.1,10.066666666666666
8,9,1,Szkoła podstawowa,4.684210526315789,7.785714285714286,6.061403508771929
8,9,2,Gimnazjum,8.0,8.0,8.0
8,9,2,Przedszkole,12.166666666666666,12.666666666666666,12.416666666666666
8,9,2,Szkoła podstawowa,6.0625,6.791666666666667,6.427083333333334
8,9,3,Gimnazjum,2.5652173913043477,2.5652173913043477,2.5652173913043477
8,9,3,Liceum ogólnokształcące,5.75,6.0,5.875
8,9,3,Przedszkole,10.333333333333334,25.0,14.995098039215687
8,9,3,Szkoła podstawowa,3.0454545454545454,8.090909090909092,5.8426573426573425
8,9,4,Przedszkole,12.846153846153847,12.846153846153847,12.846153846153847
8,9,4,Szkoła podstawowa,3.5,10.82,7.16
8,9,5,Przedszkole,10.5,12.785714285714286,11.642857142857142
8,9,5,Szkoła podstawowa,2.6875,9.05,6.550122409682743
8,9,6,Liceum ogólnokształcące,7.28125,11.0,9.140625
8,9,6,Przedszkole,8.85,16.333333333333332,11.668452380952381
8,9,6,Szkoła podstawowa,3.8181818181818183,10.253731343283581,6.138328972023002
8,9,6,Technikum,7.840909090909091,7.840909090909091,7.840909090909091
8,9,7,Przedszkole,8.0,17.666666666666668,12.833333333333334
8,9,7,Szkoła podstawowa,6.809523809523809,9.395348837209303,8.102436323366556
8,9,8,Gimnazjum,7.0,7.0,7.0
8,9,8,Przedszkole,9.833333333333334,15.666666666666666,12.75
8,9,8,Szkoła podstawowa,9.033333333333333,9.033333333333333,9.033333333333333
8,9,9,Przedszkole,13.5,22.333333333333332,17.916666666666664
8,9,9,Szkoła podstawowa,7.25,8.454545454545455,7.8522727272727275
8,10,1,Gimnazjum,12.0,12.0,12.0
8,10,1,Przedszkole,11.833333333333334,11.833333333333334,11.833333333333334
8,10,1,Szkoła podstawowa,10.4375,10.4375,10.4375
8,10,2,Liceum ogólnokształcące,2.25,19.333333333333332,9.08831417624521
8,10,2,Przedszkole,6.25,14.333333333333334,9.578072390572391
8,10,2,Szkoła podstawowa,5.409090909090909,12.276923076923078,8.21955142418557
8,10,2,Technikum,9.2,11.19047619047619,10.195238095238095
8,10,3,Szkoła podstawowa,4.176470588235294,8.25,6.075490196078431
8,10,4,Przedszkole,12.076923076923077,12.076923076923077,12.076923076923077
8,10,4,Szkoła podstawowa,9.436363636363636,11.333333333333334,10.384848484848485
8,10,4,Technikum,5.55,5.55,5.55
8,10,5,Przedszkole,10.818181818181818,10.818181818181818,10.818181818181818
8,10,5,Szkoła podstawowa,4.9,8.891891891891891,6.895945945945946
8,10,6,Szkoła podstawowa,7.222222222222222,7.771428571428571,7.496825396825397
8,10,7,Gimnazjum,32.0,32.0,32.0
8,10,7,Liceum ogólnokształcące,7.052631578947368,7.052631578947368,7.052631578947368
8,10,7,Przedszkole,5.125,8.795454545454545,6.9602272727272725
8,10,7,Szkoła podstawowa,4.9,9.333333333333334,7.043692691379449
8,10,7,Technikum,4.909090909090909,8.041666666666666,6.475378787878787
8,10,8,Szkoła podstawowa,10.5,10.5,10.5
8,10,9,Przedszkole,7.5,7.5,7.5
8,10,9,Szkoła podstawowa,2.6666666666666665,7.446808510638298,4.390210899589399
8,11,1,Przedszkole,11.222222222222221,11.222222222222221,11.222222222222221
8,11,1,Szkoła podstawowa,9.791666666666666,9.791666666666666,9.791666666666666
8,11,2,Gimnazjum,1.6842105263157894,2.5,2.2280701754385963
8,11,2,Liceum ogólnokształcące,2.945945945945946,64.5,18.64310623988043
8,11,2,Przedszkole,8.785714285714286,17.75,11.537601166948996
8,11,2,Szkoła podstawowa,1.6666666666666667,12.363636363636363,7.58111755856103
8,11,2,Technikum,9.478260869565217,11.870967741935484,10.568022440392706
8,11,3,Przedszkole,11.444444444444445,11.444444444444445,11.444444444444445
8,11,3,Szkoła podstawowa,9.774193548387096,9.774193548387096,9.774193548387096
8,11,4,Przedszkole,12.333333333333334,12.333333333333334,12.333333333333334
8,11,4,Szkoła podstawowa,2.7,10.177777777777777,5.496296296296296
8,11,5,Przedszkole,12.5,12.5,12.5
8,11,5,Szkoła podstawowa,8.833333333333334,8.833333333333334,8.833333333333334
8,11,6,Gimnazjum,1.8181818181818181,1.8181818181818181,1.8181818181818181
8,11,6,Liceum ogólnokształcące,1.1111111111111112,8.954545454545455,6.288552188552189
8,11,6,Przedszkole,3.0,21.333333333333332,9.307720057720058
8,11,6,Szkoła podstawowa,1.5625,12.242424242424242,6.750156261749003
8,11,6,Technikum,0.8,9.807692307692308,5.372756410256411
8,11,7,Przedszkole,7.166666666666667,7.166666666666667,7.166666666666667
8,11,7,Szkoła podstawowa,5.148936170212766,5.148936170212766,5.148936170212766
8,11,8,Przedszkole,10.615384615384615,10.615384615384615,10.615384615384615
8,11,8,Szkoła podstawowa,4.625,8.444444444444445,5.815438034188034
8,11,9,Przedszkole,8.363636363636363,8.363636363636363,8.363636363636363
8,11,9,Szkoła podstawowa,7.78125,7.78125,7.78125
8,11,10,Gimnazjum,11.0,11.0,11.0
8,11,10,Przedszkole,12.125,12.125,12.125
8,11,10,Szkoła podstawowa,3.85,10.0,7.613565426170467
8,12,1,Liceum ogólnokształcące,4.5,4.5,4.5
8,12,1,Przedszkole,7.0,20.833333333333332,12.00767543859649
8,12,1,Szkoła podstawowa,3.238095238095238,10.691176470588236,6.635341696487208
8,12,1,Technikum,6.6923076923076925,6.6923076923076925,6.6923076923076925
8,12,2,Gimnazjum,1.8666666666666667,1.8666666666666667,1.8666666666666667
8,12,2,Przedszkole,11.555555555555555,17.0,14.277777777777779
8,12,2,Szkoła podstawowa,4.588235294117647,9.461538461538462,6.664739400033518
8,12,3,Gimnazjum,2.3181818181818183,2.3181818181818183,2.3181818181818183
8,12,3,Liceum ogólnokształcące,6.3428571428571425,10.75,8.54642857142857
8,12,3,Przedszkole,7.5,14.375,9.821031746031746
8,12,3,Szkoła podstawowa,2.823529411764706,11.419354838709678,6.228924796387729
8,12,3,Technikum,10.74074074074074,10.74074074074074,10.74074074074074
8,61,1,Gimnazjum,1.7058823529411764,6.5,4.523172905525846
8,61,1,Liceum ogólnokształcące,2.0,202.5,26.551700833134255
8,61,1,Przedszkole,1.8571428571428572,44.5,10.658406912768502
8,61,1,Szkoła podstawowa,1.0909090909090908,52.0,9.767287586231939
8,61,1,Technikum,1.4545454545454546,10.138461538461538,6.670584194292329
8,62,1,Gimnazjum,1.8571428571428572,15.0,8.04265873015873
8,62,1,Liceum ogólnokształcące,1.5714285714285714,28.52173913043478,9.773021815351882
8,62,1,Przedszkole,1.3225806451612903,21.666666666666668,9.451974018675223
8,62,1,Szkoła podstawowa,1.0769230769230769,13.0,7.791958130004887
8,62,1,Technikum,4.5,9.567567567567568,7.521184774380262
10,1,1,Gimnazjum,2.1818181818181817,9.5,6.420454545454545
10,1,1,Liceum ogólnokształcące,1.0,40.4,15.632751156684082
10,1,1,Przedszkole,4.545454545454546,18.727272727272727,10.046750656750655
10,1,1,Szkoła podstawowa,6.318181818181818,10.01388888888889,8.479768257222048
10,1,1,Technikum,1.894736842105263,10.808510638297872,7.234415826801045
10,1,2,Przedszkole,8.666666666666666,8.666666666666666,8.666666666666666
10,1,2,Szkoła podstawowa,4.409090909090909,8.518518518518519,6.404092820759487
10,1,3,Przedszkole,12.25,12.25,12.25
10,1,3,Szkoła podstawowa,7.705882352941177,9.733333333333333,8.813071895424835
10,1,4,Gimnazjum,2.3461538461538463,2.3461538461538463,2.3461538461538463
10,1,4,Liceum ogólnokształcące,5.375,5.375,5.375
10,1,4,Przedszkole,6.4375,7.071428571428571,6.725198412698412
10,1,4,Szkoła podstawowa,6.151515151515151,7.125,6.638257575757576
10,1,4,Technikum,6.3478260869565215,6.3478260869565215,6.3478260869565215
10,1,5,Przedszkole,9.875,9.875,9.875
10,1,5,Szkoła podstawowa,4.523809523809524,8.909090909090908,6.4998556998557
10,1,6,Przedszkole,11.0,11.857142857142858,11.428571428571429
10,1,6,Szkoła podstawowa,9.61111111111111,9.793103448275861,9.702107279693486
10,1,7,Liceum ogólnokształcące,10.444444444444445,10.444444444444445,10.444444444444445
10,1,7,Przedszkole,7.666666666666667,8.083333333333334,7.875
10,1,7,Szkoła podstawowa,1.28,6.807017543859649,3.680643274853801
10,1,7,Technikum,6.947368421052632,6.947368421052632,6.947368421052632
10,1,8,Liceum ogólnokształcące,11.666666666666666,11.666666666666666,11.666666666666666
10,1,8,Przedszkole,9.375,18.75,12.89236111111111
10,1,8,Szkoła podstawowa,3.8,12.08,9.709499356691476
10,1,8,Technikum,6.5,6.5,6.5
10,2,1,Gimnazjum,0.7692307692307693,0.7692307692307693,0.7692307692307693
10,2,1,Liceum ogólnokształcące,2.0,24.333333333333332,8.426380070546736
10,2,1,Przedszkole,5.857142857142857,11.478260869565217,8.523128063884002
10,2,1,Szkoła podstawowa,5.0,11.776119402985074,8.200698207335149
10,2,1,Technikum,2.4705882352941178,9.447368421052632,6.765398011431293
10,2,2,Gimnazjum,3.4285714285714284,3.4285714285714284,3.4285714285714284
10,2,2,Szkoła podstawowa,4.333333333333333,7.125,5.403470072239422
10,2,3,Przedszkole,16.666666666666668,16.666666666666668,16.666666666666668
10,2,3,Szkoła podstawowa,10.705882352941176,10.705882352941176,10.705882352941176
10,2,4,Gimnazjum,5.0,5.0,5.0
10,2,4,Liceum ogólnokształcące,6.181818181818182,6.181818181818182,6.181818181818182
10,2,4,Przedszkole,13.833333333333334,13.833333333333334,13.833333333333334
10,2,4,Szkoła podstawowa,10.538461538461538,21.727272727272727,14.55154105154105
10,2,5,Gimnazjum,4.153846153846154,4.153846153846154,4.153846153846154
10,2,5,Szkoła podstawowa,3.2777777777777777,4.285714285714286,3.707830687830688
10,2,5,Technikum,2.9583333333333335,2.9583333333333335,2.9583333333333335
10,2,6,Przedszkole,4.6,4.6,4.6
10,2,6,Szkoła podstawowa,3.823529411764706,11.28,7.015384971379855
10,2,7,Przedszkole,7.142857142857143,7.142857142857143,7.142857142857143
10,2,7,Szkoła podstawowa,6.466666666666667,6.466666666666667,6.466666666666667
10,2,8,Przedszkole,7.5,7.5,7.5
10,2,8,Szkoła podstawowa,5.705882352941177,8.03448275862069,6.870182555780934
10,2,9,Szkoła podstawowa,5.285714285714286,8.434782608695652,6.8602484472049685
10,2,10,Przedszkole,10.75,10.75,10.75
10,2,10,Szkoła podstawowa,9.157894736842104,9.157894736842104,9.157894736842104
10,2,11,Gimnazjum,4.705882352941177,4.705882352941177,4.705882352941177
10,2,11,Liceum ogólnokształcące,4.6923076923076925,4.6923076923076925,4.6923076923076925
10,2,11,Przedszkole,2.2222222222222223,12.5,8.753561253561253
10,2,11,Szkoła podstawowa,1.2222222222222223,10.025641025641026,6.267322954822955
10,2,11,Technikum,4.153846153846154,4.153846153846154,4.153846153846154
10,3,1,Przedszkole,8.857142857142858,8.857142857142858,8.857142857142858
10,3,1,Szkoła podstawowa,7.947368421052632,11.483870967741936,9.715619694397283
10,3,2,Gimnazjum,4.190476190476191,5.894736842105263,5.042606516290727
10,3,2,Liceum ogólnokształcące,3.7222222222222223,11.0,7.473063973063973
10,3,2,Przedszkole,3.6666666666666665,10.416666666666666,7.639285714285713
10,3,2,Szkoła podstawowa,2.642857142857143,11.132075471698114,6.951062913074125
10,3,2,Technikum,9.846153846153847,9.846153846153847,9.846153846153847
10,3,3,Przedszkole,7.333333333333333,12.666666666666666,9.999999999999998
10,3,3,Szkoła podstawowa,6.0,10.804878048780488,8.402439024390244
10,3,3,Technikum,4.086956521739131,4.086956521739131,4.086956521739131
10,3,4,Przedszkole,11.5,11.5,11.5
10,3,4,Szkoła podstawowa,4.066666666666666,10.242424242424242,6.1446969696969695
10,3,5,Przedszkole,9.5,12.0,10.75
10,3,5,Szkoła podstawowa,5.35,8.583333333333334,6.966666666666667
10,4,1,Liceum ogólnokształcące,8.25,19.666666666666668,12.202991452991455
10,4,1,Przedszkole,6.066666666666666,13.333333333333334,10.21525974025974
10,4,1,Szkoła podstawowa,8.244444444444444,9.346938775510203,8.79561258846973
10,4,1,Technikum,9.212121212121213,12.392857142857142,10.802489177489178
10,4,2,Szkoła podstawowa,6.238095238095238,7.107142857142857,6.6726190476190474
10,4,3,Przedszkole,9.666666666666666,9.666666666666666,9.666666666666666
10,4,3,Szkoła podstawowa,5.142857142857143,9.653846153846153,7.398351648351648
10,4,4,Szkoła podstawowa,4.578947368421052,7.891891891891892,6.338298050372353
10,4,5,Szkoła podstawowa,4.4,8.924528301886792,6.6299346010154
10,4,6,Przedszkole,10.0,10.0,10.0
10,4,6,Szkoła podstawowa,4.565217391304348,9.0,6.782608695652174
10,4,6,Technikum,6.291666666666667,6.291666666666667,6.291666666666667
10,4,7,Przedszkole,25.0,25.0,25.0
10,4,7,Szkoła podstawowa,8.0,11.428571428571429,9.714285714285715
10,4,8,Przedszkole,4.6,4.6,4.6
10,4,8,Szkoła podstawowa,9.933333333333334,9.933333333333334,9.933333333333334
10,5,1,Liceum ogólnokształcące,5.658536585365853,14.23076923076923,9.239818165123042
10,5,1,Przedszkole,4.76,10.875,8.482424550757885
10,5,1,Szkoła podstawowa,7.04,10.421052631578947,8.957000835421887
10,5,1,Technikum,8.391304347826088,10.807692307692308,9.699258967801168
10,5,2,Gimnazjum,1.0714285714285714,2.1538461538461537,1.6126373626373627
10,5,2,Przedszkole,6.2,9.25,7.816666666666666
10,5,2,Szkoła podstawowa,5.055555555555555,8.25,6.659722222222222
10,5,3,Szkoła podstawowa,7.133333333333334,9.764705882352942,8.449019607843137
10,5,4,Przedszkole,18.142857142857142,18.142857142857142,18.142857142857142
10,5,4,Szkoła podstawowa,9.0,9.210526315789474,9.105263157894736
10,5,5,Przedszkole,9.3,9.3,9.3
10,5,5,Szkoła podstawowa,9.441176470588236,9.441176470588236,9.441176470588236
10,5,6,Szkoła podstawowa,4.304347826086956,10.294117647058824,6.421710713270816
10,5,7,Szkoła podstawowa,6.65,10.083333333333334,8.529394271664009
10,5,8,Przedszkole,9.181818181818182,9.181818181818182,9.181818181818182
10,5,8,Szkoła podstawowa,2.526315789473684,11.542857142857143,6.119924812030074
10,5,9,Gimnazjum,2.4615384615384617,2.473684210526316,2.467611336032389
10,5,9,Przedszkole,3.3333333333333335,12.5,8.907407407407407
10,5,9,Szkoła podstawowa,5.083333333333333,10.157894736842104,7.243150806308702
10,5,10,Szkoła podstawowa,6.37037037037037,8.959183673469388,7.664777021919879
10,5,10,Technikum,5.411764705882353,5.411764705882353,5.411764705882353
10,6,2,Liceum ogólnokształcące,7.204545454545454,7.204545454545454,7.204545454545454
10,6,2,Przedszkole,6.166666666666667,10.8,8.821825396825396
10,6,2,Szkoła podstawowa,6.869565217391305,12.903225806451612,9.409112159462792
10,6,3,Przedszkole,12.0,24.0,18.0
10,6,3,Szkoła podstawowa,10.533333333333333,12.142857142857142,11.313632119514471
10,6,7,Gimnazjum,3.0714285714285716,3.0714285714285716,3.0714285714285716
10,6,7,Liceum ogólnokształcące,9.357142857142858,9.714285714285714,9.535714285714285
10,6,7,Przedszkole,7.8,11.090909090909092,9.221305361305362
10,6,7,Szkoła podstawowa,3.3333333333333335,10.946428571428571,7.954358816337983
10,6,7,Technikum,6.5,7.461538461538462,6.980769230769231
10,6,8,Gimnazjum,3.3157894736842106,3.3157894736842106,3.3157894736842106
10,6,8,Przedszkole,9.75,9.75,9.75
10,6,8,Szkoła podstawowa,2.1333333333333333,7.225,5.233730158730158
10,6,10,Przedszkole,6.111111111111111,14.0,10.505079365079364
10,6,10,Szkoła podstawowa,5.2,9.413793103448276,7.327404718693285
10,6,11,Gimnazjum,0.8181818181818182,3.210526315789474,2.186039966225725
10,6,11,Liceum ogólnokształcące,4.214285714285714,4.214285714285714,4.214285714285714
10,6,11,Przedszkole,7.5,11.0,8.724175824175823
10,6,11,Szkoła podstawowa,4.947368421052632,10.86046511627907,8.123966931341473
10,7,1,Gimnazjum,4.0,4.0,4.0
10,7,1,Szkoła podstawowa,9.416666666666666,10.785714285714286,10.263095238095238
10,7,2,Liceum ogólnokształcące,8.4,20.333333333333332,14.366666666666667
10,7,2,Przedszkole,9.789473684210526,9.789473684210526,9.789473684210526
10,7,2,Szkoła podstawowa,3.9642857142857144,9.5,6.004675324675325
10,7,2,Technikum,10.571428571428571,10.571428571428571,10.571428571428571
10,7,3,Szkoła podstawowa,3.1666666666666665,8.92,6.621008771929825
10,7,4,Gimnazjum,5.0,5.0,5.0
10,7,4,Liceum ogólnokształcące,3.888888888888889,16.5,11.49212962962963
10,7,4,Przedszkole,5.555555555555555,17.0,8.553166181943272
10,7,4,Szkoła podstawowa,2.6923076923076925,13.3125,6.674738136059923
10,7,4,Technikum,8.166666666666666,14.263157894736842,11.214912280701753
10,7,5,Szkoła podstawowa,4.4,7.666666666666667,6.422916666666667
10,7,6,Przedszkole,5.75,6.6,6.175
10,7,6,Szkoła podstawowa,3.6,6.774193548387097,5.187096774193549
10,7,7,Szkoła podstawowa,4.222222222222222,7.333333333333333,5.998903006715507
10,7,8,Liceum ogólnokształcące,24.6,24.6,24.6
10,7,8,Szkoła podstawowa,4.25,10.063829787234043,7.156914893617022
10,8,1,Gimnazjum,1.4,2.0,1.7
10,8,1,Liceum ogólnokształcące,13.75,13.75,13.75
10,8,1,Przedszkole,4.1,16.4,8.259722222222223
10,8,1,Szkoła podstawowa,0.2777777777777778,9.791666666666666,5.586904794313884
10,8,2,Gimnazjum,1.3333333333333333,2.590909090909091,2.0414141414141413
10,8,2,Liceum ogólnokształcące,1.3846153846153846,12.5,9.507071632071632
10,8,2,Przedszkole,4.9,15.0,9.718131081657653
10,8,2,Szkoła podstawowa,1.72,12.702380952380953,7.789480845081973
10,8,2,Technikum,10.069767441860465,11.088235294117647,10.456176350589196
10,8,3,Przedszkole,13.0,14.0,13.5
10,8,3,Szkoła podstawowa,9.375,9.375,9.375
10,8,4,Przedszkole,6.785714285714286,6.785714285714286,6.785714285714286
10,8,4,Szkoła podstawowa,6.85,9.727272727272727,8.136868686868686
10,8,5,Przedszkole,9.8,12.166666666666666,10.822222222222223
10,8,5,Szkoła podstawowa,7.390243902439025,9.655737704918034,8.522990803678528
10,8,5,Technikum,4.742857142857143,4.742857142857143,4.742857142857143
10,8,6,Przedszkole,6.818181818181818,6.818181818181818,6.818181818181818
10,8,6,Szkoła podstawowa,6.037037037037037,9.666666666666666,7.874567901234568
10,8,7,Szkoła podstawowa,6.68,10.225,8.232195945945946
10,9,1,Gimnazjum,3.9545454545454546,24.0,13.977272727272727
10,9,1,Liceum ogólnokształcące,1.75,3.5,2.625
10,9,1,Przedszkole,8.333333333333334,14.0,11.408730158730158
10,9,1,Szkoła podstawowa,6.666666666666667,11.117647058823529,9.021113952827507
10,9,1,Technikum,6.130434782608695,6.130434782608695,6.130434782608695
10,9,2,Przedszkole,11.272727272727273,11.272727272727273,11.272727272727273
10,9,2,Szkoła podstawowa,4.8125,6.542857142857143,5.677678571428571
10,9,3,Gimnazjum,2.769230769230769,2.769230769230769,2.769230769230769
10,9,3,Przedszkole,8.428571428571429,8.428571428571429,8.428571428571429
10,9,3,Szkoła podstawowa,5.25,5.25,5.25
10,9,4,Liceum ogólnokształcące,6.8,9.59375,8.196875
10,9,4,Przedszkole,8.5,9.833333333333334,9.111111111111112
10,9,4,Szkoła podstawowa,7.230769230769231,7.607843137254902,7.390648567119155
10,9,4,Technikum,5.5,5.5,5.5
10,9,5,Gimnazjum,2.533333333333333,2.533333333333333,2.533333333333333
10,9,5,Przedszkole,13.25,13.25,13.25
10,9,5,Szkoła podstawowa,2.3333333333333335,11.0,6.523809523809523
10,9,6,Przedszkole,8.166666666666666,8.166666666666666,8.166666666666666
10,9,6,Szkoła podstawowa,5.611111111111111,8.666666666666666,7.288671023965141
10,9,7,Przedszkole,4.4,6.818181818181818,5.609090909090909
10,9,7,Szkoła podstawowa,3.8823529411764706,7.454545454545454,5.339572192513368
10,9,8,Przedszkole,6.8,8.857142857142858,7.828571428571429
10,9,8,Szkoła podstawowa,2.56,6.825,4.099347826086956
10,10,1,Gimnazjum,3.1538461538461537,3.1538461538461537,3.1538461538461537
10,10,1,Przedszkole,9.75,9.75,9.75
10,10,1,Szkoła podstawowa,5.529411764705882,8.25,7.259803921568628
10,10,2,Przedszkole,10.714285714285714,10.714285714285714,10.714285714285714
10,10,2,Szkoła podstawowa,5.615384615384615,8.323529411764707,6.969457013574661
10,10,2,Technikum,4.08,4.08,4.08
10,10,3,Gimnazjum,4.260869565217392,4.260869565217392,4.260869565217392
10,10,3,Liceum ogólnokształcące,5.0,5.0,5.0
10,10,3,Przedszkole,10.0,13.25,11.229166666666666
10,10,3,Szkoła podstawowa,2.3157894736842106,8.171052631578947,4.691692466460268
10,10,4,Gimnazjum,1.25,2.75,2.0
10,10,4,Szkoła podstawowa,4.3076923076923075,7.434782608695652,5.83561872909699
10,10,4,Technikum,6.428571428571429,6.428571428571429,6.428571428571429
10,10,5,Gimnazjum,2.0,2.0,2.0
10,10,5,Szkoła podstawowa,6.25,6.782608695652174,6.516304347826087
10,10,6,Gimnazjum,1.0714285714285714,5.0,3.0357142857142856
10,10,6,Liceum ogólnokształcące,12.666666666666666,12.666666666666666,12.666666666666666
10,10,6,Przedszkole,5.230769230769231,13.666666666666666,9.282394688644688
10,10,6,Szkoła podstawowa,4.6,9.947368421052632,7.721600187575858
10,10,7,Przedszkole,12.0,12.0,12.0
10,10,7,Szkoła podstawowa,4.8,7.083333333333333,5.941666666666666
10,10,8,Gimnazjum,4.76,4.76,4.76
10,10,8,Liceum ogólnokształcące,12.444444444444445,12.444444444444445,12.444444444444445
10,10,8,Przedszkole,7.2,9.0,8.448809523809523
10,10,8,Szkoła podstawowa,4.545454545454546,9.76086956521739,7.128965684784099
10,10,9,Liceum ogólnokształcące,5.2,5.2,5.2
10,10,9,Przedszkole,6.7,12.5,9.463492063492064
10,10,9,Szkoła podstawowa,4.294117647058823,9.833333333333334,7.878408485219632
10,10,10,Liceum ogólnokształcące,6.5,6.5,6.5
10,10,10,Przedszkole,3.0,15.0,8.597979797979798
10,10,10,Szkoła podstawowa,5.769230769230769,9.725,7.328510858463688
10,10,10,Technikum,3.9583333333333335,3.9583333333333335,3.9583333333333335
10,10,11,Gimnazjum,2.9523809523809526,2.9523809523809526,2.9523809523809526
10,10,11,Przedszkole,4.0,9.363636363636363,6.871212121212121
10,10,11,Szkoła podstawowa,3.1578947368421053,9.536585365853659,6.515725288831836
10,10,11,Technikum,5.230769230769231,5.230769230769231,5.230769230769231
10,11,1,Przedszkole,2.857142857142857,2.857142857142857,2.857142857142857
10,11,1,Szkoła podstawowa,8.91304347826087,9.75,9.331521739130434
10,11,2,Przedszkole,10.0,10.0,10.0
10,11,2,Szkoła podstawowa,7.742857142857143,7.742857142857143,7.742857142857143
10,11,3,Gimnazjum,6.2272727272727275,6.2272727272727275,6.2272727272727275
10,11,3,Liceum ogólnokształcące,9.176470588235293,11.7,10.438235294117646
10,11,3,Przedszkole,4.0,11.233333333333333,8.744444444444445
10,11,3,Szkoła podstawowa,3.6923076923076925,12.623188405797102,6.691029412997377
10,11,3,Technikum,9.806451612903226,9.806451612903226,9.806451612903226
10,11,4,Przedszkole,5.0,11.733333333333333,8.366666666666667
10,11,4,Szkoła podstawowa,2.0,9.625,5.860795454545455
10,11,5,Przedszkole,5.333333333333333,5.333333333333333,5.333333333333333
10,11,5,Szkoła podstawowa,6.529411764705882,8.307692307692308,7.418552036199095
10,11,6,Przedszkole,15.0,15.0,15.0
10,11,6,Szkoła podstawowa,7.757575757575758,7.833333333333333,7.795454545454545
10,12,1,Gimnazjum,3.7142857142857144,3.7142857142857144,3.7142857142857144
10,12,1,Liceum ogólnokształcące,9.25,25.22222222222222,14.480218855218856
10,12,1,Przedszkole,1.2666666666666666,15.75,8.05295390843974
10,12,1,Szkoła podstawowa,4.68,9.746268656716419,7.885815632572788
10,12,1,Technikum,7.3,10.897058823529411,9.120309903622466
